rotten_tomatoes_link,review_content,movie_title,genre_list
m/1000013-12_angry_men,"A film with texture, humour and relevance at all times. All in 91 minutes.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"In a time of bloated when special effects have become the real stars, going back to a classic like this can remind viewers what movie making is supposed to be about -- acting.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Completely deserved its high status of undisputed classic.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Thoroughly engaging, there is nothing dated or corny in Reginald Rose's intensely knowing screenplay and Lumet's energetic direction.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"While the composition of juries might change over time, the issues and attitudes that are explored here are timeless, as is this classic film.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Cinema heresy that worked.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"12 Angry Men (1957) is the gripping, penetrating, and engrossing examination of a diverse group of twelve jurors - all male, mostly middle-aged, white, and",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"12 Angry Men ranks as the tautest courtroom drama you'll ever see, surpassing Lumet's very good 1982 drama, The Verdict.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Pure dynamite in movie form.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"This is a film where tension comes from personality conflict, dialogue and body language, not action.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Sidney Lumet's debut feels a bit stagy but is never short on tension.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"An intense concentration of power, and my all-time favourite film.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Although it may sound ungallant, these 12 Angry Men, are all right without distaff glamour. Their dramas are powerful and provocative enough to keep a viewer spellbound.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,One-room dramas don't get much better than this,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Ainda que se passe em um nico ambiente, esta obra-prima possui um alcance emocional imensurvel - e  incrvel que tenha sido o primeiro longa-metragem de Lumet.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,This film is a great combination of an adult theme and the treatment suitable for younger audience.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,A masterful work of debate and dialogue; of shifting momentum and the ideal of sticking to your scruples in the face of antagonistic groupthink.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Sidney Lumet's Oscar-nominated feature directing debut is a brilliant courtroom drama, featuring a superlative cast that includes Henry Fonda (also producer), Martin Balsam, Ed Begley, Jack Warden, and E.G. Marshall.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,A strangely realistic thriller.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Mechanically written, but within its own middlebrow limitations, it delivers the goods.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Makes no self-saluting motions to greater importance, which gives the material the much-desired breathing room it needs to reach full potency.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Power house jury room drama w/cast of memorable actors.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Every bit the classic it's been made out to be for all these years.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,The film leaves a tremendous impact.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Not much action, lots of words, great cinema.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"taut, well-crafted sociological study",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"12 Angry Men has some shrewd observations to sell about argumentation and group behavior, but they're not the ones of which the film seems most proud.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,A brilliant courtroom drama whose strength lies within the power of Rose's words and Sidney Lumet's great direction (his debut).,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Outstanding Henry Fonda jury classic.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Lumet keeps things tense, sweaty, suspenseful and entertaining despite the contrived story line.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,an incisive and gripping film,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"This was Sidney Lumet's first movie and it's as riveting as it was back in the late 50s, when everything was changing.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"The cast is incredible, the writing superb, and the film is unparalleled in its sheer excellence.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"The film takes a confined, almost completely banal real-world location and makes it completely dynamic, using incredibly nimble camera movements to establish character motivation and theme.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Too few films take on the art of arguing as a subject; we could certainly use more of them, but until then, Lumet's window into strained civic duty will continue to serve mightily.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"There is real value is how it allows each member of the cultural mosaic of a jury to develop into distinct, damaged, and interesting characters",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,...the film has aged surprisingly well in the years since its 1957 release.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Lumet in his first film records it as a meticulous laboratory experiment, a clammy orchestra",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,With each new viewing I come away feelings as if I have peeled away another layer on the characters and their buried motives.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"In the 60 years since its release, Sidney Lumet's masterpiece has lost none of its impact. In this age of unreason, 12 Angry Men remains sorely and urgently contemporary.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,This movie is a masterpiece. That term gets thrown around a lot -- it's a very easy thing to say about great films like this -- but this movie is one of the best. This is one of the very few films that I will call perfect.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,One of Hollywood's more notable borrowings from television is this Reginald Rose drama about the soul-searchings of a murder-trial jury...,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"""12 Angry Men"" puts the full range of human good and evil on display. It posits that, ultimately, the universe is benevolent, and our job, regarding each other, is to attempt with our best effort and greatest compassion to elucidate and clarify the truth.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,"Thought-provoking, continually riveting, and absolutely unforgettable - and surprisingly designed around a very simple, tightly budgeted, special-effects-free premise.",12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/1000013-12_angry_men,Reginald Rose's script is one of deep revelation.,12 Angry Men (Twelve Angry Men),"['Classics', 'Drama']"
m/10000_bc,"The mammoths, the savage, beaked jungle beasts and the giant sabre tooth tiger all make splendid appearances. The spectacular landscapes of desert, mountain, river and jungle also deliver the images we are expecting. It's the humans who let us down.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,A tedious bore in which grubby people stand around muttering in a variety of badly chosen accents.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Emmerich's epic is a formulaic mishmash of a movie, visually sweeping but silly blend of actioner, adventure, man vs. nature, man vs. animal -- above all, a reminder of how superior Mel Gibson's Apocalypto was.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,... a dull compendium of recycled adventure epic cliches.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,Roland Emmerich has a remarkable talent for draining all the life out of interesting stories.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"The film's heart is in the right place, but its script is not evolved enough to deliver the message without the constant clout of a caveman's club.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,The kind of movie that people will discover new and hilarious ways to mock for years to come.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,I have to give Emmerich credit for creating a film that's been funnier than '27 Dresses' or 'Over Her Dead Body.',"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"CGI effects are letter perfect believable. The opening mastodon hunt/stampede is as good as effects seen in the recent 'King Kong,' greatly enhancing the film.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,about as slow and lumbering as a wounded manuk.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Emmerich has never been one to rely on the wizardry of nuance, but I was stunned to feel numb to nearly everything B.C. offered, as if my mind immediately detected a filmmaker looking to brazenly cash in on his past successes.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"In an age where ... audiences reward blood-and-thunder films ... at the box office, greenlighting 10,000 B.C. must have seemed logical. I can imagine someone pitching the film ...by saying ""It's like 300 .... + 9,700!""","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Roland Emmerich is partial to cutting-edge special effects and stone-age storytelling, meaning that 10,000 B.C., a dim-witted CG extravaganza set in prehistoric times, is something like his ideal project.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,An atrocious waste of a perfectly good CGI budget ... at least the Geico commercials make an effort to get the historical accuracy right,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,The little-prehistoric-epic-that-could actually delivers an entertaining couple of hours.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"It's best not to think too hard about anything in 10,000 BC, a sublimely dunderheaded excursion into human prehistory.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"While the movie is completely ridiculous, at least it's fun to think of all the high school students who are going to mistake this movie for an accurate historical record and get F's on their next pop quiz.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Emmerich knows how to fill the screen with spectacle, but not how to field-marshal it.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Digital imagery imagines a striking prehistoric world for these back-to-basics heroes, villains and raging beasts.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"An epic adventure of such towering testosterone counts and ceaseless tedium, you can almost feel the hair growing on your chest as the bags collect beneath your eyes.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Rather than taking the trouble to imagine what early civilization might have been like -- its culture, its language, its warfare, its family life -- the movie simply transposes a banal Hollywood epic into Paleolithic times.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Almost worth sitting through the first half for the revelatory moment when you're forced to ask yourself: Is nearly the entire cast suddenly being attacked by what look like cracked-out ostriches? Why, yes, yes they are.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Worst of all, no one even gets eaten by the disappointingly tame saber-toothed tiger.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"A mix of vast CGI spectacle and small, silly moments, the prehistoric saga 10,000 BC is an epic in name only.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Conventional where it should be bold and mild where it should be wild, 10,000 BC reps a missed opportunity to present an imaginative vision of a prehistoric moment.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Sometimes you have a hankering for a slab of 10,000-year-old cheese. Here it is, on a cracker.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"May indeed last until the end of time, kept alive in drinking games and in history and geography classrooms on April Fool's Day.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,A lovely-to-look-at but ultimately forgettable adventure flick that feels like a cross between Land of the Pharaohs and the greatest hits of Joseph Campbell.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,This crackpot combination of Pathfinder and Apocalypto [is] a brainless exercise in prehistoric goofiness that actually affords more laughs than Ice Age.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"I can't figure out exactly when the film 10,000 B.C. is set, but it's definitely ancient times. Like before they had cars, guns or tabloid blogs. And definitely before they had cohesive plots or dialogue that made sense.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"While there's an attempt to make this a personal story, it's really about what we thought it would be: Incredible vistas populated with a combination of ancient temples, pyramids, woolly mammoths and a cast of (CGI) thousands.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,I cheered for the villains who were building a colossal civilization.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,The sheer spectacle of the film makes it an easier sell on the big screen than on DVD,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"Too dumb to take seriously, but just silly enough to be sort of fun.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"One part Joseph Campbell hero quest, one part multi-culti morality tale, one part live-action Flintstones cartoon, 10,000 B.C. is finally every part just plain nuts.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"This much-delayed film cries out for consideration for Worst CGI, Most Annoying Narrator, Lamest Dialogue and Dumbest Action Hero.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,Even a cameo by Pauly Shore in Encino Man would liven up this bombastic bore.,"10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C. is a movie of woolly mammoths and fuzzy thinking.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 BC would be much better if it allowed itself the freedom to be kitsch.","10,000 B.C.","['Action & Adventure', 'Classics', 'Drama']"
